2015-05-27,415919,49071,88662,85,70,78,RA BR,0,M,0.0,0.08,5.1	
2015-05-28,432112,52336,95074,85,70,78,HZ,0,M,0.0,0.00,4.1	
2015-05-29,441299,61282,98200,85,65,75, ,0,M,0.0,0.00,4.1	
2015-05-30,451080,73086,104429,85,67,76, ,0,M,0.0,0.00,5.5	
2015-05-31,368019,63944,96947,87,57,72,RA BR,0,M,0.0,1.46,5.5	
2015-06-01,400833,51549,93499,58,51,55,RA BR,0,M,0.0,0.72,10.3	
2015-06-02,419994,49962,97592,55,50,53,RA BR,0,M,0.0,0.37,6.2	
2015-06-03,425776,50311,87206,70,52,61, ,0,M,0.0,0.00,4.6	
2015-06-04,444543,53318,95023,65,54,60, ,0,M,0.0,0.00,5.2	
2015-06-05,451185,63653,101922,70,55,63,RA BR HZ,0,M,0.0,0.13,2.9	
2015-06-06,449804,73271,101773,76,60,68,RA BR,0,M,0.0,0.19,4.6	
2015-06-07,402188,64186,88876,74,55,65, ,0,M,0.0,0.00,3.9	
2015-06-08,391087,45686,76899,79,63,71,RA,0,M,0.0,0.06,6.0	
2015-06-09,409188,45376,82463,83,68,76,RA,0,M,0.0,0.01,4.8	
2015-06-10,424356,48296,87403,82,65,74, ,0,M,0.0,0.00,3.2	
2015-06-11,439869,54240,102013,89,72,81,HZ,0,M,0.0,0.00,4.5	
2015-06-12,443026,62623,103052,88,73,81,HZ,0,M,0.0,0.00,4.5	
2015-06-13,428004,69740,101170,86,72,79, ,0,M,0.0,0.00,5.4	
2015-06-14,382037,63489,90856,88,66,77,RA BR,0,M,0.0,0.36,2.6	
2015-06-15,374858,46807,85857,83,64,74,RA BR HZ,0,M,0.0,0.57,4.6	
2015-06-16,400518,45704,89171,79,65,72,RA BR HZ,0,M,0.0,0.27,2.2	
2015-06-17,425743,49082,93706,82,66,74,RA HZ,0,M,0.0,  T,3.8	
2015-06-18,429386,50191,99842,71,64,68, ,0,M,0.0,0.00,3.5	
2015-06-19,436303,59705,101703,87,68,78, ,0,M,0.0,0.00,3.7	
2015-06-20,413866,67109,101667,75,64,70,RA BR HZ,0,M,0.0,  T,5.4	
2015-06-21,366158,60339,89285,88,71,80,RA BR,0,M,0.0,0.64,4.5	
2015-06-22,374849,44124,75418,87,70,79, ,0,M,0.0,0.00,4.9	
2015-06-23,406139,47747,93172,90,75,83, ,0,M,0.0,0.02,5.9	
2015-06-24,411370,48234,91388,84,68,76, ,0,M,0.0,0.00,4.6	
2015-06-25,419739,51862,100073,83,65,74, ,0,M,0.0,0.00,3.1	
2015-06-26,425774,58371,99508,81,69,75, ,0,M,0.0,0.00,4.5	
2015-06-27,445861,74883,136193,71,58,65,RA BR,0,M,0.0,1.12,7.4	
2015-06-28,348433,54632,93108,73,62,68,RA BR,0,M,0.0,0.29,5.3	
2015-06-29,359808,41397,74430,76,63,70, ,0,M,0.0,0.00,4.8	
2015-06-30,374240,42981,82627,82,68,75,BR,0,M,0.0,0.04,4.9	
2015-07-01,390084,49634,0,82,69,76,RA BR,0,M,0.0,0.39,4.3	
2015-07-02,365953,51527,0,80,69,75, ,0,M,0.0,0.00,1.2	
2015-07-03,304176,51202,0,82,66,74, ,0,M,0.0,0.00,2.8	
2015-07-04,254353,53768,0,75,69,72,RA,0,M,0.0,  T,3.3	
2015-07-05,275555,51192,0,83,68,76, ,0,M,0.0,0.00,1.5	
2015-07-06,315526,39607,0,83,72,78,HZ,0,M,0.0,0.00,3.0	
2015-07-07,367579,41372,0,88,75,82,BR,0,M,0.0,0.12,4.8	
2015-07-08,393186,44912,0,88,77,83,HZ,0,M,0.0,  T,3.2	
2015-07-09,405656,49217,0,79,68,74,RA BR HZ,0,M,0.0,0.30,4.6	
2015-07-10,401014,54007,0,84,72,78, ,0,M,0.0,0.00,4.6	
2015-07-11,407202,65403,0,88,69,79, ,0,M,0.0,0.00,2.4	
2015-07-12,364211,55678,0,89,72,81, ,0,M,0.0,0.00,2.0	
2015-07-13,350162,39975,0,88,73,81, ,0,M,0.0,0.00,2.7	
2015-07-14,385566,41019,0,82,73,78,RA BR,0,M,0.0,0.42,2.6	
2015-07-15,404755,44259,0,81,72,77,RA BR HZ,0,M,0.0,0.12,4.4	
2015-07-16,400140,46468,0,80,64,72, ,0,M,0.0,0.00,5.6	
2015-07-17,365045,47302,0,81,67,74, ,0,M,0.0,0.00,3.8	
2015-07-18,403824,63367,0,85,71,78,RA FG BR,0,M,0.0,0.32,4.4	
2015-07-19,395475,60375,0,93,78,86, ,0,M,0.0,0.00,3.2	
2015-07-20,374211,43366,0,94,82,88, ,0,M,0.0,0.00,4.5	
2015-07-21,375036,42821,0,89,74,82, ,0,M,0.0,  T,2.5	
2015-07-22,392078,44867,0,85,69,77, ,0,M,0.0,0.00,5.8	
2015-07-23,404102,47678,0,86,68,77, ,0,M,0.0,0.00,3.7	
2015-07-24,403878,55290,0,87,70,79, ,0,M,0.0,0.00,2.1	
2015-07-25,387034,66372,0,88,69,79, ,0,M,0.0,0.00,3.2	
2015-07-26,349537,55769,0,90,74,82, ,0,M,0.0,  T,4.5	
2015-07-27,348629,39821,0,86,71,79,BR,0,M,0.0,0.36,3.0	
2015-07-28,384234,42197,0,95,75,85,HZ,0,M,0.0,0.00,2.6	
2015-07-29,405923,45820,0,96,78,87, ,0,M,0.0,0.00,3.8	
2015-07-30,390844,49235,0,87,76,82,RA FG BR HZ,0,M,0.0,1.95,4.3	
2015-07-31,397815,58151,0,89,72,81,HZ,0,M,0.0,0.00,3.3	
2015-08-01,389728,67702,0,89,75,82, ,0,M,0.0,0.00,4.4	
2015-08-02,348541,56700,0,89,71,80, ,0,M,0.0,0.00,2.0	
2015-08-03,348819,41759,0,90,75,83, ,0,M,0.0,0.00,5.0	
2015-08-04,376465,42253,0,89,69,79,RA BR,0,M,0.0,0.43,5.3	
2015-08-05,391642,43758,0,87,72,80, ,0,M,0.0,0.00,2.8	
2015-08-06,391002,46777,0,83,67,75, ,0,M,0.0,0.00,2.4	
2015-08-07,386930,53776,0,84,69,77, ,0,M,0.0,0.00,5.3	
2015-08-08,363549,64827,0,82,68,75, ,0,M,0.0,0.00,3.9	
2015-08-09,317615,54309,0,85,68,77, ,0,M,0.0,0.00,3.9	
2015-08-10,321006,38228,0,84,70,77, ,0,M,0.0,0.00,4.4	
2015-08-11,357209,40248,0,81,71,76,RA BR,0,M,0.0,1.17,4.2	
2015-08-12,370323,42982,0,85,71,78, ,0,M,0.0,0.00,4.6	
2015-08-13,380992,47162,0,83,67,75, ,0,M,0.0,0.00,3.2	
2015-08-14,377925,54988,0,88,67,78, ,0,M,0.0,0.00,3.0	
2015-08-15,370379,65254,0,92,73,83, ,0,M,0.0,0.00,3.4	
2015-08-16,335299,55389,0,93,76,85, ,0,M,0.0,0.00,1.6	
2015-08-17,338247,40875,0,95,78,87, ,0,M,0.0,0.00,3.3	
